queried_sp_name,sp_name,itis,itis_reason,itis_tsn,gnr_score,gnr_source
Idiostrangalia contracta,Idiostrangalia contracta,NA,NA,NA,0.988,EOL
Imatisma dimorpha,Imatisma dimorpha,NA,NA,NA,0.988,uBio NameBank
Japanostrangalia deutatipennis,Japanostrangalia deutatipennis,NA,NA,NA,NA,NA
Japanostrangalia deutatipennis,Japanostrangalia dentatipennis,NA,NA,NA,0.75,Catalogue of Life
Lagria nigricollis,Lagria nigricollis,NA,NA,NA,0.988,Index to Organism Names
Lasioglossum duplex,Lasioglossum duplex,valid,NA,758351,0.988,NCBI
Lasioglossum japonicum,Lasioglossum japonicum,valid,NA,758629,0.988,EOL
Lasioglossum sexstrigatum,Lasioglossum sexstrigatum,valid,NA,759289,0.988,NCBI
Leptura ochraceofasciata,Leptura ochraceofasciata,NA,NA,NA,0.988,EOL
Linoetis coeruleipennis,Linoetis coeruleipennis,NA,NA,NA,NA,NA
Melanotus annosus,Melanotus annosus,NA,NA,NA,0.988,NCBI
Microdon simplex,Microdon simplex,NA,NA,NA,0.988,NCBI
Nomada galloisi,Nomada galloisi,valid,NA,767343,0.988,EOL
Nomada pacifica,Nomada pacifica,valid,NA,767468,0.988,EOL
Oedemeronia lucidicollis,Oedemeronia lucidicollis,NA,NA,NA,0.988,Open Tree of Life Reference Taxonomy
Oncomerella venosa,Oncomerella venosa,NA,NA,NA,0.988,NCBI
Onomaus lautus,Onomaus lautus,NA,NA,NA,0.988,CU*STAR
Osmia taurus,Osmia taurus,valid,NA,715630,0.988,NCBI
Parnara guttata,Parnara guttata,NA,NA,NA,0.988,NCBI
Philopota nigroaenea,Philopota nigroaenea,NA,NA,NA,NA,NA
Philopota nigroaenea,Philopoa nigroaenea,NA,NA,NA,0.75,Index to Organism Names
Pidonia discoidalis,Pidonia discoidalis,NA,NA,NA,0.988,EOL
Pipiza inornata,Pipiza inornata,NA,NA,NA,0.988,Index to Organism Names
Rhingia laevigata,Rhingia laevigata,NA,NA,NA,0.988,EOL
Sericania fulgida,Sericania fulgida,NA,NA,NA,0.988,Catalogue of Life
Sphaerophoria macrogaster,Sphaerophoria macrogaster,NA,NA,NA,0.988,NCBI
Strombocerina koebelei,Strombocerina koebelei,NA,NA,NA,NA,NA
Strombocerina koebelei,Strombocerina,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Tetralonia mitsukurii,Tetralonia mitsukurii,valid,NA,766439,0.988,Index to Organism Names
Trachys saundersi,Trachys saundersi,NA,NA,NA,0.988,NCBI
Tremus cyanipennis,Tremus cyanipennis,NA,NA,NA,NA,NA
Tremus cyanipennis,Themus cyanipennis,NA,NA,NA,0.75,NCBI
Acteniceromorphus nipponensis,Acteniceromorphus nipponensis,NA,NA,NA,0.988,Index to Organism Names
Aglaostigma neburosa,Aglaostigma neburosa,NA,NA,NA,NA,NA
Aglaostigma neburosa,Aglaostigma nebulosa,NA,NA,NA,0.75,BioLib.cz
Ammophila infesta,Ammophila infesta,valid,NA,769007,0.988,NCBI
Anaglyptus niponensis,Anaglyptus niponensis,NA,NA,NA,0.988,NCBI
Anaspis funagata,Anaspis funagata,NA,NA,NA,0.988,Open Tree of Life Reference Taxonomy
Ancistrocerus melanocerus,Ancistrocerus melanocerus,NA,NA,NA,0.988,uBio NameBank
Andrena benefica,Andrena benefica,valid,NA,752183,0.988,NCBI
Andrena haemorrhoa japonibia,Andrena haemorrhoa japonibia,valid,NA,1067433,0.999,NCBI
Andrena halictoides,Andrena halictoides,valid,NA,752457,0.988,NCBI
Andrena halictoides,Andrena halictoides,invalid,junior homonym,1066036,0.988,NCBI
Andrena halictoides,Andrena cara,valid,NA,752228,0.988,EOL
Andrena ishiharai,Andrena ishiharai,valid,NA,752512,0.988,NCBI
Andrena kaguya,Andrena kaguya,valid,NA,752524,0.988,EOL
Andrena Knuthi,Andrena Knuthi,NA,NA,NA,NA,NA
Andrena Knuthi,Andrena knuthi,valid,NA,752538,0.988,NCBI
Andrena longitibialis,Andrena longitibialis,valid,NA,752602,0.988,EOL
Andrena miyamotoi,Andrena miyamotoi,valid,NA,752664,0.988,EOL
Andrena omogensis,Andrena omogensis,valid,NA,752740,0.988,NCBI
Andrena sublevigata,Andrena sublevigata,valid,NA,752971,0.988,EOL
Andrena tsukubana,Andrena tsukubana,valid,NA,753047,0.988,NCBI
Anostinus daimio,Anostinus daimio,NA,NA,NA,NA,NA
Anostinus daimio,Anostirus daimio,NA,NA,NA,0.75,NCBI
Antherophagus nigricornis,Antherophagus nigricornis,NA,NA,NA,0.988,NCBI
Apoderus jekelii,Apoderus jekelii,NA,NA,NA,0.988,NCBI
Arge similis,Arge similis,NA,NA,NA,0.988,NCBI
Asiemphytus albilabris,Asiemphytus albilabris,NA,NA,NA,NA,NA
Asiemphytus albilabris,Asiemphytus,NA,NA,NA,0.75,NCBI
Athemellus insulsus,Athemellus insulsus,NA,NA,NA,0.988,uBio NameBank
Bhaphuma xenisca,Bhaphuma xenisca,NA,NA,NA,NA,NA
Bhaphuma xenisca,Rhaphuma xenisca,NA,NA,NA,0.75,Catalogue of Life
Birka carinifrons,Birka carinifrons,NA,NA,NA,NA,NA
Birka carinifrons,Birka,NA,NA,NA,0.75,Wikispecies
Bombus ignitus,Bombus ignitus,valid,NA,714928,0.988,NCBI
Byctiscus puberulus,Byctiscus puberulus,NA,NA,NA,0.988,NCBI
Byturus affinis,Byturus affinis,NA,NA,NA,0.988,NCBI
Carbula humerigera,Carbula humerigera,NA,NA,NA,0.988,NCBI
Cautires bourgeoisi,Cautires bourgeoisi,NA,NA,NA,0.988,Index to Organism Names
Cephenius nitobei,Cephenius nitobei,NA,NA,NA,NA,NA
Cephenius nitobei,Cephenius,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Ceratina esakii,Ceratina esakii,valid,NA,765459,0.988,EOL
Ceratina flavipes,Ceratina flavipes,valid,NA,765463,0.988,NCBI
Cerceris carinalis,Cerceris carinalis,valid,NA,1034443,0.988,Index to Organism Names
Chalicodoma sculpturalis,Chalicodoma sculpturalis,NA,NA,NA,0.988,Index to Organism Names
Choaspes benjaminii,Choaspes benjaminii,NA,NA,NA,0.988,NCBI
Chrystogaster brevicornis,Chrystogaster brevicornis,NA,NA,NA,NA,NA
Chrystogaster brevicornis,Chrysogaster brevicornis,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Coelioxys breris,Coelioxys breris,NA,NA,NA,NA,NA
Coelioxys breris,Coelioxys brevis,valid,NA,760525,0.75,Catalogue of Life
Colpodes aurelius,Colpodes aurelius,NA,NA,NA,0.988,Catalogue of Life
Coraebus rusticanus,Coraebus rusticanus,NA,NA,NA,0.988,Index to Organism Names
Corymia succedanea,Corymia succedanea,NA,NA,NA,NA,NA
Corymia succedanea,Corymbia succedanea,NA,NA,NA,0.75,Catalogue of Life
Criorhina japonica,Criorhina japonica,NA,NA,NA,0.988,uBio NameBank
Dasysyrphus bilineatus,Dasysyrphus bilineatus,NA,NA,NA,0.988,NCBI
Dere thoracica,Dere thoracica,NA,NA,NA,0.988,EOL
Dermestes haemorrhoidalis,Dermestes haemorrhoidalis,NA,NA,NA,0.988,NCBI
Didea fasciata,Didea fasciata,NA,NA,NA,0.988,Freebase
Elasmucha nipponica,Elasmucha nipponica,NA,NA,NA,0.988,NCBI
Empria quadrimaculata,Empria quadrimaculata,NA,NA,NA,0.988,NCBI
Epotiocerus flexuosus,Epotiocerus flexuosus,NA,NA,NA,0.988,uBio NameBank
Eulype hastata,Eulype hastata,NA,NA,NA,0.988,Index to Organism Names
Eumenes rubronotatus,Eumenes rubronotatus,NA,NA,NA,0.988,NCBI
Ferdinandea cuprea,Ferdinandea cuprea,NA,NA,NA,0.988,NCBI
Gamepenthes similis,Gamepenthes similis,NA,NA,NA,0.988,Open Tree of Life Reference Taxonomy
Gymnosoma rotundatum,Gymnosoma rotundatum,NA,NA,NA,0.988,NCBI
Harmonia axyridis,Harmonia axyridis,valid,NA,692602,0.988,NCBI
Hemitaxonus japonicas,Hemitaxonus japonicas,NA,NA,NA,NA,NA
Hemitaxonus japonicas,Hemitaxonus japonicus,NA,NA,NA,0.75,NCBI
Hylaeus nippon,Hylaeus nippon,valid,NA,755144,0.988,EOL
Imatisma abdominalis,Imatisma abdominalis,NA,NA,NA,0.988,uBio NameBank
Japonica luter,Japonica luter,NA,NA,NA,NA,NA
Japonica luter,Japonica lutea,NA,NA,NA,0.75,NCBI
Lasioglossum baleicum,Lasioglossum baleicum,valid,NA,758059,0.988,NCBI
Lasioglossum taniolellum,Lasioglossum taniolellum,NA,NA,NA,NA,NA
Lasioglossum taniolellum,Lasioglossum taeniolellum,valid,NA,759419,0.75,Catalogue of Life
Leptura aethiops,Leptura aethiops,NA,NA,NA,0.988,NCBI
Leptura arcuata,Leptura arcuata,NA,NA,NA,0.988,NCBI
Loderus eversmanini obscurus,Loderus eversmanini obscurus,NA,NA,NA,NA,NA
Loderus eversmanini obscurus,Loderus eversmanni,NA,NA,NA,0.75,GBIF Backbone Taxonomy
Lucidina accensa,Lucidina accensa,valid,NA,953808,0.988,NCBI
Macrolagria rufobrunnea,Macrolagria rufobrunnea,NA,NA,NA,0.988,CU*STAR
Malthodes sulcicollis,Malthodes sulcicollis,NA,NA,NA,NA,NA
Malthodes sulcicollis,Malthodes,valid,NA,834313,0.75,Catalogue of Life
Mashumyia ferdinandi,Mashumyia ferdinandi,NA,NA,NA,NA,NA
Megachile remota sakagamii,Megachile remota sakagamii,NA,NA,NA,0.999,Union 4
Megalopaederus lewsi,Megalopaederus lewsi,NA,NA,NA,NA,NA
Megalopaederus lewsi,Megalopaederus lewisi,NA,NA,NA,0.75,NCBI
Meluscaeva cinctella,Meluscaeva cinctella,NA,NA,NA,NA,NA
Meluscaeva cinctella,Meliscaeva cinctella,valid,NA,140141,0.75,Catalogue of Life
Menida scotti,Menida scotti,NA,NA,NA,0.988,NCBI
Metasyrphus nintens,Metasyrphus nintens,NA,NA,NA,NA,NA
Metasyrphus nintens,Metasyrphus nitens,NA,NA,NA,0.75,Index to Organism Names
Micadocantharis japonica,Micadocantharis japonica,NA,NA,NA,NA,NA
Micadocantharis japonica,Mikadocantharis japonicus,NA,NA,NA,0.75,Index to Organism Names
Microdon auricomus,Microdon auricomus,NA,NA,NA,0.988,EOL
Milesia undulata,Milesia undulata,NA,NA,NA,0.988,EOL
Monolepta pallidula,Monolepta pallidula,NA,NA,NA,0.988,NCBI
Nipponovalgus angusticollis,Nipponovalgus angusticollis,NA,NA,NA,0.988,NCBI
Nomada hakonensis,Nomada hakonensis,valid,NA,767361,0.988,EOL
Osmia orientalis,Osmia orientalis,valid,NA,756966,0.988,EOL
Oxycetonia jucunda,Oxycetonia jucunda,NA,NA,NA,0.988,Freebase
Pachyprotasis tanakai,Pachyprotasis tanakai,NA,NA,NA,0.988,EOL
Paragus jozanus,Paragus jozanus,NA,NA,NA,0.988,EOL
Paratrechina flavipes,Paratrechina flavipes,valid,NA,577344,0.988,EOL
Paratrichius doentzi,Paratrichius doentzi,NA,NA,NA,NA,NA
Paratrichius doentzi,Paratrichius doenitzi,NA,NA,NA,0.75,Catalogue of Life
Paratrichius septemdecimguttatus,Paratrichius septemdecimguttatus,NA,NA,NA,0.988,EOL
Parnassius glacialis,Parnassius glacialis,NA,NA,NA,0.988,NCBI
Pecticus tenebrifer,Pecticus tenebrifer,NA,NA,NA,NA,NA
Pecticus tenebrifer,Ptecticus tenebrifer,valid,NA,628249,0.75,Catalogue of Life
Pelatines striatipennis,Pelatines striatipennis,NA,NA,NA,0.988,GBIF Backbone Taxonomy
Pentatoma japonica,Pentatoma japonica,NA,NA,NA,0.988,NCBI
Pidonia aegrota,Pidonia aegrota,NA,NA,NA,0.988,EOL
Pidonia puziloi,Pidonia puziloi,NA,NA,NA,0.988,EOL
Pidonia yamato,Pidonia yamato,NA,NA,NA,0.988,EOL
Pipiza familiaris,Pipiza familiaris,NA,NA,NA,0.988,uBio NameBank
Pristomyrmex punger,Pristomyrmex punger,NA,NA,NA,NA,NA
Pristomyrmex punger,Pristomyrmex pungens,valid,NA,581495,0.75,Catalogue of Life
Pseudaosterna misella,Pseudaosterna misella,NA,NA,NA,NA,NA
Pseudaosterna misella,Pseudalosterna misella,NA,NA,NA,0.75,Catalogue of Life
Psychostrophia melanargia,Psychostrophia melanargia,NA,NA,NA,0.988,NCBI
Pyrrhona laeticolor,Pyrrhona laeticolor,NA,NA,NA,0.988,EOL
Schwarzerium quadricolle,Schwarzerium quadricolle,NA,NA,NA,0.988,EOL
Sericania fuscolineata,Sericania fuscolineata,NA,NA,NA,0.988,Index to Organism Names
Sericomyia japonica,Sericomyia japonica,NA,NA,NA,0.988,Index to Organism Names
Sphex maidli,Sphex maidli,invalid,original name/combination,770227,0.988,Index to Organism Names
Sphex maidli,Isodontia maidli,valid,NA,769451,0.988,Index to Organism Names
Stenocorus caeruleipennis,Stenocorus caeruleipennis,NA,NA,NA,0.988,Catalogue of Life
Stenodynerus tokyanus tokyanus,Stenodynerus tokyanus tokyanus,NA,NA,NA,0.999,Index to Organism Names
Strangalomorpha tenuis,Strangalomorpha tenuis,NA,NA,NA,0.988,EOL
Strogylogaster lineata,Strogylogaster lineata,NA,NA,NA,NA,NA
Strogylogaster lineata,Strongylogaster lineata,NA,NA,NA,0.75,GBIF Backbone Taxonomy
Symmorphus cliens,Symmorphus cliens,NA,NA,NA,0.988,EOL
Syreta adamsi,Syreta adamsi,NA,NA,NA,NA,NA
Syreta adamsi,Syneta adamsi,NA,NA,NA,0.75,NCBI
Tabanus iyoensis,Tabanus iyoensis,NA,NA,NA,0.988,EOL
Takaomyia johannis,Takaomyia johannis,NA,NA,NA,0.988,Index to Organism Names
Takaomyia sexmaculata,Takaomyia sexmaculata,NA,NA,NA,0.988,Index to Organism Names
Taxonus fulvicornis,Taxonus fulvicornis,NA,NA,NA,0.988,uBio NameBank
Temnostoma fumosa,Temnostoma fumosa,NA,NA,NA,NA,NA
Temnostoma fumosa,Temnostoma fumosum,NA,NA,NA,0.75,Catalogue of Life
Tenthredo convagennata,Tenthredo convagennata,NA,NA,NA,NA,NA
Tenthredo convagennata,Tenthredo convergenata,NA,NA,NA,0.75,EOL
Tenthredo fukaii,Tenthredo fukaii,NA,NA,NA,0.988,EOL
Tetralonia nipponens,Tetralonia nipponens,NA,NA,NA,NA,NA
Tetralonia nipponens,Tetralonia nipponensis,NA,NA,NA,0.75,Union 4
Tricholochmaea semifulva,Tricholochmaea semifulva,NA,NA,NA,NA,NA
Tricholochmaea semifulva,Tricholochmaea,valid,NA,719662,0.75,Catalogue of Life
Vespula schrenckii,Vespula schrenckii,NA,NA,NA,NA,NA
Vespula schrenckii,Vespula schrencki,NA,NA,NA,0.75,Index to Organism Names
Vespula vulgaris,Vespula vulgaris,NA,NA,NA,0.988,NCBI
Vuilletus viridissllis,Vuilletus viridissllis,NA,NA,NA,NA,NA
Vuilletus viridissllis,Vuilletus viridicollis,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Xanthochroa ainu,Xanthochroa ainu,NA,NA,NA,0.988,Index to Organism Names
Xanthochroa deformis,Xanthochroa deformis,NA,NA,NA,NA,NA
Xanthochroa deformis,Xanthochroa,valid,NA,719448,0.75,Catalogue of Life
Xanthochroa luteipennis,Xanthochroa luteipennis,NA,NA,NA,0.988,EOL
Xanthochroa waterhousei,Xanthochroa waterhousei,NA,NA,NA,NA,NA
Xanthochroa waterhousei,Xanthochroa waterhousii,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Xerasia variegata,Xerasia variegata,NA,NA,NA,0.988,Index to Organism Names
Xylota coquilletti,Xylota coquilletti,NA,NA,NA,0.988,EOL
Xylota frontaris,Xylota frontaris,NA,NA,NA,NA,NA
Xylota frontaris,Xylota frontalis,NA,NA,NA,0.75,Catalogue of Life
Xylota simplex,Xylota simplex,NA,NA,NA,0.988,uBio NameBank
Zaraea fasciata,Zaraea fasciata,NA,NA,NA,0.988,EOL
Anthidium chubuti,Anthidium chubuti,valid,NA,755713,0.988,NCBI
Chlorobrachycoma versicolor,Chlorobrachycoma versicolor,NA,NA,NA,0.988,EOL
Microcerella rusca,Microcerella rusca,NA,NA,NA,0.988,Index to Organism Names
Tropidia notata,Tropidia notata,NA,NA,NA,0.988,uBio NameBank
Agrotis ipsilon,Agrotis ipsilon,valid,NA,117352,0.988,NCBI
Alloscirtetica antarctica,Alloscirtetica antarctica,valid,NA,766067,0.988,EOL
Chilimelissa farellones,Chilimelissa farellones,invalid,original name/combination,754074,0.988,uBio NameBank
Chilimelissa farellones,Xeromelissa farellones,valid,NA,754163,0.988,NCBI
Coccinela anchoralis,Coccinela anchoralis,NA,NA,NA,NA,NA
Coccinela anchoralis,Coccinella ancoralis,NA,NA,NA,0.75,Index to Organism Names
Dasybaris chillan,Dasybaris chillan,NA,NA,NA,NA,NA
Dasybaris chillan,Dasybasis chillan,NA,NA,NA,0.75,Catalogue of Life
Issoria lathonioides,Issoria lathonioides,NA,NA,NA,0.988,uBio NameBank
Peridroma saucia,Peridroma saucia,valid,NA,117454,0.988,NCBI
Pseudoleucania nobilis,Pseudoleucania nobilis,NA,NA,NA,NA,NA
Pseudoleucania nobilis,Pseudoleucania,NA,NA,NA,0.75,NCBI
Pyrgus fides,Pyrgus fides,NA,NA,NA,0.988,uBio NameBank
Tamseuxoa ingoufii,Tamseuxoa ingoufii,NA,NA,NA,0.988,uBio NameBank
Copestylum aricia,Copestylum aricia,NA,NA,NA,0.988,uBio NameBank
Scaeva occidentalis,Scaeva occidentalis,NA,NA,NA,0.988,NCBI
Psaenythia rufipes,Psaenythia rufipes,valid,NA,753374,0.988,EOL
Callonychium mandibulare,Callonychium mandibulare,valid,NA,753220,0.988,EOL
Carposcalis punctulata,Carposcalis punctulata,NA,NA,NA,NA,NA
Carposcalis punctulata,Carposcalis,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Arhysosage bifasciata,Arhysosage bifasciata,valid,NA,753199,0.988,EOL
Colletes lycii,Colletes lycii,valid,NA,654884,0.988,EOL
Compsomyiops fulvicrura,Compsomyiops fulvicrura,NA,NA,NA,0.988,NCBI
Svastrides zebra,Svastrides zebra,valid,NA,766413,0.988,EOL
Alloscirtetica herbsti,Alloscirtetica herbsti,valid,NA,766085,0.988,EOL
Anthidium rubriceps,Anthidium rubriceps,NA,NA,NA,NA,NA
Anthidium rubriceps,Anthidium rubricans,valid,NA,755778,0.75,Catalogue of Life
Carposcalis saltana,Carposcalis saltana,NA,NA,NA,0.988,uBio NameBank
Centris muralis,Centris muralis,valid,NA,764876,0.988,NCBI
Chalepogenus caeruleus,Chalepogenus caeruleus,valid,NA,765712,0.988,NCBI
Diadasia patagonica,Diadasia patagonica,valid,NA,765743,0.988,EOL
Eriopis conexa,Eriopis conexa,NA,NA,NA,0.988,Index to Organism Names
Eristalis bogotensis,Eristalis bogotensis,NA,NA,NA,0.988,EOL
Ocyptamus meridionalis,Ocyptamus meridionalis,NA,NA,NA,0.988,uBio NameBank
Spilogona almquistii,Spilogona almquistii,NA,NA,NA,0.988,Arctos
Eupogonomyia probilofensis,Eupogonomyia probilofensis,NA,NA,NA,NA,NA
Eupogonomyia probilofensis,Eupogonomyia pribilofensis,invalid,junior synonym,150095,0.75,ITIS
Eupogonomyia probilofensis,Drymeia pribilofensis,valid,NA,150094,NA,NA
Boloria improba,Boloria improba,valid,NA,777984,0.988,Wikispecies
Pogonomyiodes segnis,Pogonomyiodes segnis,NA,NA,NA,NA,NA
Spilogona projecta,Spilogona projecta,valid,NA,150990,0.988,Index to Organism Names
Spilogona aesturium,Spilogona aesturium,NA,NA,NA,NA,NA
Spilogona aesturium,Spilogona aestuarium,valid,NA,150814,0.75,Catalogue of Life
Colias nastes,Colias nastes,valid,NA,188535,0.988,NCBI
Spilogona hurdiana,Spilogona hurdiana,valid,NA,150908,0.988,Index to Organism Names
Andrena erigeniae,Andrena erigeniae,valid,NA,654273,0.988,NCBI
Andrena nigrihirta,Andrena nigrihirta,valid,NA,654415,0.988,EOL
Andrena tridens,Andrena tridens,valid,NA,654558,0.988,NCBI
Bombus bimaculatus,Bombus bimaculatus,valid,NA,714788,0.988,NCBI
Dialictus abanci,Dialictus abanci,NA,NA,NA,0.988,uBio NameBank
Hylema platura,Hylema platura,NA,NA,NA,0.988,Index to Organism Names
Osmia conjucta,Osmia conjucta,NA,NA,NA,NA,NA
Osmia conjucta,Osmia conjuncta,valid,NA,715533,0.75,Catalogue of Life
Nomada perplexa,Nomada perplexa,valid,NA,694666,0.988,NCBI
Andrena carlini,Andrena carlini,valid,NA,654209,0.988,NCBI
Platycheirus obscurus,Platycheirus obscurus,valid,NA,139796,0.988,NCBI
Nomada pygmaea,Nomada pygmaea,valid,NA,694677,0.988,NCBI
Andrena nasonii,Andrena nasonii,valid,NA,654403,0.988,NCBI
Evylaeus macoupinensis,Evylaeus macoupinensis,NA,NA,NA,0.988,uBio NameBank
Augochlora pura,Augochlora pura,valid,NA,754304,0.988,NCBI
Toxomerous geminatus,Toxomerous geminatus,NA,NA,NA,NA,NA
Toxomerous geminatus,Toxomerus geminatus,valid,NA,139889,0.75,Catalogue of Life
Ceratina calcarata,Ceratina calcarata,valid,NA,684890,0.988,NCBI
Dialictus cressonii,Dialictus cressonii,NA,NA,NA,0.988,uBio NameBank
Euchlo creusa lotta,Euchlo creusa lotta,NA,NA,NA,NA,NA
Euchlo creusa lotta,Euchloe creusa,valid,NA,777764,0.75,Catalogue of Life
Xylocopa virginica virginica,Xylocopa virginica virginica,valid,NA,685007,0.999,NCBI
Osmia atriventris,Osmia atriventris,valid,NA,715508,0.988,NCBI
Andrena violae,Andrena violae,valid,NA,654578,0.988,EOL
Ephemoropsis laboriosa,Ephemoropsis laboriosa,NA,NA,NA,NA,NA
Nomada luteola,Nomada luteola,valid,NA,694606,0.988,EOL
Andrena arabis,Andrena arabis,valid,NA,654156,0.988,EOL
Andrena ziziaeformis,Andrena ziziaeformis,valid,NA,654595,0.988,EOL
Augochorella striata,Augochorella striata,NA,NA,NA,NA,NA
Augochorella striata,Augochlorella striata,NA,NA,NA,0.75,NCBI
Lycaenopsis argiolus,Lycaenopsis argiolus,NA,NA,NA,0.988,Index to Organism Names
Andrena ceanothi,Andrena ceanothi,valid,NA,654211,0.988,NCBI
Andrena dunningi,Andrena dunningi,valid,NA,654267,0.988,NCBI
Andrena imatrix,Andrena imatrix,NA,NA,NA,NA,NA
Andrena imatrix,Andrena imitatrix,valid,NA,654327,0.75,Catalogue of Life
Andrena personata,Andrena personata,valid,NA,654456,0.988,EOL
Lassioglossum fuscipenne,Lassioglossum fuscipenne,NA,NA,NA,NA,NA
Lassioglossum fuscipenne,Lasioglossum fuscipenne,valid,NA,758476,0.75,Catalogue of Life
Nomada bishopii,Nomada bishopii,NA,NA,NA,NA,NA
Nomada bishopii,Nomada bishoppi,NA,NA,NA,0.75,Union 4
Osmia simillima,Osmia simillima,valid,NA,715622,0.988,NCBI
Xylocopa darwini,Xylocopa darwini,valid,NA,766691,0.988,NCBI
Phoebis sennae,Phoebis sennae,valid,NA,777750,0.988,NCBI
Leptotes parrhasioides,Leptotes parrhasioides,NA,NA,NA,0.988,uBio NameBank
Atteva hysginiella,Atteva hysginiella,NA,NA,NA,0.988,NCBI
Toxomerus crockeri,Toxomerus crockeri,NA,NA,NA,0.988,Index to Organism Names
Urbanus dorantes,Urbanus dorantes,valid,NA,706838,0.988,NCBI
Wasmannia auropunctata,Wasmannia auropunctata,valid,NA,582809,0.988,NCBI
Agrius cingulatus,Agrius cingulatus,invalid,"other, see comments",188617,0.988,EOL
Agrius cingulatus,Agrius cingulata,valid,NA,936020,0.988,NCBI
Utetheisa galapagensis,Utetheisa galapagensis,NA,NA,NA,0.988,Freebase
Euchrombius ocellus,Euchrombius ocellus,NA,NA,NA,NA,NA
Euchrombius ocellus,Euchromius ocellus,NA,NA,NA,0.75,Index to Organism Names
Lepidanthrax tinctus,Lepidanthrax tinctus,NA,NA,NA,0.988,Index to Organism Names
Manduca rustica,Manduca rustica,valid,NA,936099,0.988,NCBI
Camponotus planus,Camponotus planus,valid,NA,576280,0.988,EOL
Disclisioprocta stellata,Disclisioprocta stellata,valid,NA,941838,0.988,Freebase
Monomorium floricola,Monomorium floricola,valid,NA,580115,0.988,NCBI
Paratrechina longicornis,Paratrechina longicornis,valid,NA,154225,0.988,NCBI
Paratrechina vaga,Paratrechina vaga,valid,NA,577411,0.988,EOL
Psedoplusia includens,Psedoplusia includens,NA,NA,NA,NA,NA
Psedoplusia includens,Pseudoplusia includens,invalid,subsequent name/combination,117462,0.75,ITIS
Psedoplusia includens,Chrysodeixis includens,valid,NA,938187,NA,NA
Tapinoma melanocephalum,Tapinoma melanocephalum,valid,NA,575124,0.988,NCBI
Amblycerus piurae,Amblycerus piurae,NA,NA,NA,0.988,Index to Organism Names
Cardiocondyla nuda,Cardiocondyla nuda,valid,NA,578605,0.988,NCBI
Darwinysius marginalis,Darwinysius marginalis,NA,NA,NA,0.988,Catalogue of Life
Enyo lugubris delanoi,Enyo lugubris delanoi,NA,NA,NA,0.999,Catalogue of Life
Heliothis cystiphora,Heliothis cystiphora,NA,NA,NA,0.988,Freebase
Hypasclera collenettei,Hypasclera collenettei,NA,NA,NA,0.988,uBio NameBank
Melipotis indomita,Melipotis indomita,valid,NA,939491,0.988,NCBI
Metacanthus galapagensis,Metacanthus galapagensis,NA,NA,NA,0.988,Index to Organism Names
Mordellistena galapagensis,Mordellistena galapagensis,NA,NA,NA,NA,NA
Mordellistena galapagensis,Mordellistena galapagoensis,NA,NA,NA,0.75,The Interim Register of Marine and Nonmarine Genera
Ornebius erraticus,Ornebius erraticus,NA,NA,NA,0.988,uBio NameBank
Perepitragus fascipes,Perepitragus fascipes,NA,NA,NA,NA,NA
Perepitragus fascipes,Parepitragus fuscipes,NA,NA,NA,0.75,Union 4
Tetramorium guineense,Tetramorium guineense,valid,NA,582434,0.988,EOL
Leioproctus fulvescens,Leioproctus fulvescens,valid,NA,655209,0.988,EOL
Avibrissina isolata,Avibrissina isolata,NA,NA,NA,NA,NA
Avibrissina isolata,Avibrissina,NA,NA,NA,0.75,Catalogue of Life
