queried_sp_name,key,canonicalName,rank
Phacelia secunda,7316195,Phacelia secunda,SPECIES
Phacelia secunda,3611801,Phacelia secunda plantaginea,SUBSPECIES
Phacelia secunda,7316197,Phacelia secunda secunda,VARIETY
Phacelia secunda,3611809,Phacelia secunda pinnata,VARIETY
Phacelia secunda,6420947,Phacelia secunda pinnata,SUBSPECIES
Phacelia secunda,3611826,Phacelia secunda parviflora,SUBSPECIES
Cerastium arvense,7644543,Cerastium arvense,SPECIES
Cerastium arvense,9113461,Cerastium arvense,SPECIES
Cerastium arvense,3085433,Cerastium arvense,SPECIES
Cerastium arvense,7394108,Cerastium arvense maximum,SUBSPECIES
Cerastium arvense,8345003,Cerastium arvense rigidum,SUBSPECIES
Cerastium arvense,7952851,Cerastium arvense ciliatum,SUBSPECIES
Cerastium arvense,7549316,Cerastium arvense calcicola,SUBSPECIES
Cerastium arvense,8264783,Cerastium arvense velutinum,SUBSPECIES
Cerastium arvense,9276469,Cerastium arvense lineare,SUBSPECIES
Cerastium arvense,9482762,Cerastium arvense stenopetalum,SUBSPECIES
Sisyrinchium junceum,7640131,Sisyrinchium junceum,SPECIES
Sisyrinchium junceum,5297549,Sisyrinchium junceum,SPECIES
Sisyrinchium junceum,6310530,Sisyrinchium junceum colchaguense,SUBSPECIES
Sisyrinchium junceum,5297541,Sisyrinchium junceum rudis,VARIETY
Sisyrinchium junceum,5297535,Sisyrinchium junceum depauperatum,SUBSPECIES
Sisyrinchium junceum,5297545,Sisyrinchium junceum scabrum,VARIETY
Sisyrinchium junceum,5297520,Sisyrinchium junceum lainezii,SUBSPECIES
Sisyrinchium junceum,5297522,Sisyrinchium junceum filifolium,SUBSPECIES
Sisyrinchium junceum,5297561,Sisyrinchium junceum asperulum,VARIETY
Sisyrinchium junceum,5297554,Sisyrinchium junceum gracile,VARIETY
Erodium cicutarium,2891620,Erodium cicutarium,SPECIES
Erodium cicutarium,9270818,Erodium cicutarium,SPECIES
Erodium cicutarium,9580340,Erodium cicutarium,SPECIES
Erodium cicutarium,9485490,Erodium cicutarium,SPECIES
Erodium cicutarium,9627666,Erodium cicutarium,SPECIES
Erodium cicutarium,9407475,Erodium cicutarium lebelii,SUBSPECIES
Erodium cicutarium,8266358,Erodium cicutarium primulaceum,SUBSPECIES
Erodium cicutarium,3828102,Erodium cicutarium ontigolanum,SUBSPECIES
Erodium cicutarium,7557222,Erodium cicutarium salzmannii,SUBSPECIES
Erodium cicutarium,8714227,Erodium cicutarium bipinnatum,SUBSPECIES
Discaria nana,7273764,Discaria nana,SPECIES
Discaria nana,8909356,Discaria nana inermis,FORM
Discaria nana,5602832,Discaria nana prostrata,VARIETY
Discaria nana,7273765,Discaria nana nana,VARIETY
Discaria nana,9743083,Discaria nana ar,VARIETY
Discaria nana,8735421,Discaria nana nana,FORM
Discaria nana,5603073,Discaria nana inermis,VARIETY
Discaria nana,5603081,Discaria nana spinosa,VARIETY
Discaria nana,9739120,Discaria nana ar,VARIETY
Discaria nana,9677755,Discaria nana ar,VARIETY
Calandrinia caespitosa,7781549,Calandrinia caespitosa,SPECIES
Calandrinia caespitosa,7288863,Calandrinia caespitosa,SPECIES
Calandrinia caespitosa,7288864,Calandrinia caespitosa caespitosa,VARIETY
Calandrinia caespitosa,9495293,Calandrinia caespitosa skottsbergii,VARIETY
Calandrinia caespitosa,4022454,Calandrinia caespitosa skottsbergii,VARIETY
Calandrinia caespitosa,7561172,Calandrinia caespitosa australis,VARIETY
Oxalis montana,2891760,Oxalis montana,SPECIES
Oxalis montana,3626112,Oxalis montana rhodantha,FORM
Oxalis acetosella,8035559,Oxalis acetosella,SPECIES
Oxalis acetosella,2891761,Oxalis acetosella,SPECIES
Oxalis acetosella,8211958,Oxalis acetosella,SPECIES
Oxalis acetosella,7974019,Oxalis acetosella taemoni,SUBSPECIES
Oxalis acetosella,2891722,Oxalis acetosella oregana,SUBSPECIES
Oxalis acetosella,3626498,Oxalis acetosella leucolepis,SUBSPECIES
Oxalis acetosella,2891762,Oxalis acetosella rhodantha,VARIETY
Oxalis acetosella,7318063,Oxalis acetosella acetosella,SUBSPECIES
Oxalis acetosella,6848759,Oxalis acetosella formosana,SUBSPECIES
Oxalis acetosella,7998793,Oxalis acetosella griffithii,SUBSPECIES
Chamaenerium angustifolium,NA,NA,NA
Monarda fistulosa,5341411,Monarda fistulosa,SPECIES
Monarda fistulosa,7598815,Monarda fistulosa,SPECIES
Monarda fistulosa,7610357,Monarda fistulosa,SPECIES
Monarda fistulosa,7606331,Monarda fistulosa,SPECIES
Monarda fistulosa,5605412,Monarda fistulosa typica,VARIETY
Monarda fistulosa,7922800,Monarda fistulosa brevis,SUBSPECIES
Monarda fistulosa,5605447,Monarda fistulosa media,FORM
Monarda fistulosa,5605434,Monarda fistulosa mollis,VARIETY
Monarda fistulosa,5605437,Monarda fistulosa menthifolia,VARIETY
Monarda fistulosa,5605423,Monarda fistulosa oblongata,FORM
Solidago missouriensis,5389117,Solidago missouriensis,SPECIES
Solidago missouriensis,5704735,Solidago missouriensis fasciculata,VARIETY
Solidago missouriensis,5709108,Solidago missouriensis missouriensis,VARIETY
Solidago missouriensis,5704725,Solidago missouriensis pumila,VARIETY
Solidago missouriensis,5704729,Solidago missouriensis glaberrima,VARIETY
Solidago missouriensis,5704736,Solidago missouriensis extraria,VARIETY
Solidago missouriensis,7939762,Solidago missouriensis glaberrima,VARIETY
Solidago missouriensis,5704728,Solidago missouriensis montana,VARIETY
Solidago missouriensis,5704719,Solidago missouriensis tenuissima,VARIETY
Solidago missouriensis,5704716,Solidago missouriensis tolmieana,VARIETY
Achillea millefolium,9221087,Achillea millefolium,SPECIES
Achillea millefolium,3120060,Achillea millefolium,SPECIES
Achillea millefolium,6077458,Achillea millefolium alpestris,SUBSPECIES
Achillea millefolium,7616807,Achillea millefolium stricta,SUBSPECIES
Achillea millefolium,7693835,Achillea millefolium ceretanica,SUBSPECIES
Achillea millefolium,6077454,Achillea millefolium setacea,SUBSPECIES
Achillea millefolium,6077459,Achillea millefolium serpentini,SUBSPECIES
Achillea millefolium,4215643,Achillea millefolium atrotegula,SUBSPECIES
Achillea millefolium,4215631,Achillea millefolium borealis,SUBSPECIES
Achillea millefolium,4933736,Achillea millefolium collina,SUBSPECIES
Campanula rotundifolia,8232156,Campanula rotundifolia,SPECIES
Campanula rotundifolia,7410384,Campanula rotundifolia,SPECIES
Campanula rotundifolia,8570603,Campanula rotundifolia,SPECIES
Campanula rotundifolia,8179449,Campanula rotundifolia,SPECIES
Campanula rotundifolia,5410907,Campanula rotundifolia,SPECIES
Campanula rotundifolia,9139252,Campanula rotundifolia,SPECIES
Campanula rotundifolia,8609245,Campanula rotundifolia,SPECIES
Campanula rotundifolia,5410227,Campanula rotundifolia marchesettii,SUBSPECIES
Campanula rotundifolia,5411016,Campanula rotundifolia racemosa,SUBSPECIES
Campanula rotundifolia,7432287,Campanula rotundifolia ruscinonensis,SUBSPECIES
Heracleum lanatum,3034828,Heracleum lanatum,SPECIES
Heracleum lanatum,8344058,Heracleum lanatum moellendorfii,SUBSPECIES
Heracleum lanatum,6307939,Heracleum lanatum asiaticum,SUBSPECIES
Heracleum lanatum,6307941,Heracleum lanatum asiaticum,VARIETY
Heracleum lanatum,7832952,Heracleum lanatum voroschilovii,SUBSPECIES
Heracleum sphondylium montanum,3034827,Heracleum sphondylium montanum,SUBSPECIES
Tradescantia virginiana,2765272,Tradescantia virginiana,SPECIES
Tradescantia virginiana,3697056,Tradescantia virginiana glabra,VARIETY
Tradescantia virginiana,3697058,Tradescantia virginiana flexuosa,VARIETY
Tradescantia virginiana,3697055,Tradescantia virginiana pilosa,VARIETY
Tradescantia virginiana,4270430,Tradescantia virginiana alba,VARIETY
Tradescantia virginiana,3697061,Tradescantia virginiana albiflora,FORM
Tradescantia virginiana,3697060,Tradescantia virginiana drummondi,VARIETY
Tradescantia virginiana,8671711,Tradescantia virginiana alba,VARIETY
Tradescantia virginiana,7326873,Tradescantia virginiana virginiana,VARIETY
Tradescantia virginiana,2765332,Tradescantia virginiana occidentalis,VARIETY
Tradescantia brevicaulis,2765282,Tradescantia brevicaulis,SPECIES
Linaria vulgaris,8140450,Linaria vulgaris,SPECIES
Linaria vulgaris,8928261,Linaria vulgaris,SPECIES
Linaria vulgaris,5415020,Linaria vulgaris,SPECIES
Linaria vulgaris,7371226,Linaria vulgaris,SPECIES
Linaria vulgaris,7502410,Linaria vulgaris ruscinonensis,SUBSPECIES
Linaria vulgaris,9281481,Linaria vulgaris italica,SUBSPECIES
Linaria vulgaris,8658782,Linaria vulgaris sinensis,SUBSPECIES
Linaria vulgaris,8318311,Linaria vulgaris speciosa,SUBSPECIES
Linaria vulgaris,7914745,Linaria vulgaris rudis,SUBSPECIES
Linaria vulgaris,8331295,Linaria vulgaris perrieri,SUBSPECIES
Apocynum androsaemifolium,3169816,Apocynum androsaemifolium,SPECIES
Apocynum androsaemifolium,6290011,Apocynum androsaemifolium pumilum,SUBSPECIES
Apocynum androsaemifolium,3616001,Apocynum androsaemifolium detonsum,SUBSPECIES
Apocynum androsaemifolium,7452669,Apocynum androsaemifolium andrewsii,VARIETY
Apocynum androsaemifolium,3169823,Apocynum androsaemifolium pumilum,VARIETY
Apocynum androsaemifolium,3615913,Apocynum androsaemifolium pauciflora,FORM
Apocynum androsaemifolium,3169828,Apocynum androsaemifolium intermedium,VARIETY
Apocynum androsaemifolium,7065368,Apocynum androsaemifolium androsaemifolium,VARIETY
Apocynum androsaemifolium,3169827,Apocynum androsaemifolium tomentellum,VARIETY
Apocynum androsaemifolium,3169817,Apocynum androsaemifolium incanum,VARIETY
Dodecatheon meadia,3169267,Dodecatheon meadia,SPECIES
Dodecatheon meadia,7671886,Dodecatheon meadia,SPECIES
Dodecatheon meadia,4005445,Dodecatheon meadia brachycarpum,SUBSPECIES
Dodecatheon meadia,7589347,Dodecatheon meadia puberulum,VARIETY
Dodecatheon meadia,7790919,Dodecatheon meadia brevifolium,VARIETY
Dodecatheon meadia,4005207,Dodecatheon meadia stanfieldii,VARIETY
Dodecatheon meadia,6390043,Dodecatheon meadia meadia,SUBSPECIES
Dodecatheon meadia,9231838,Dodecatheon meadia pauciflora,VARIETY
Dodecatheon meadia,7934466,Dodecatheon meadia macrocarpum,VARIETY
Dodecatheon meadia,8114822,Dodecatheon meadia eumeadia,SUBSPECIES
Primula meadia,5640540,Primula meadia,SPECIES
Taraxacum officinale,5394163,Taraxacum officinale,SPECIES
Taraxacum officinale,8121923,Taraxacum officinale,SPECIES
Taraxacum officinale,5696714,Taraxacum officinale patens,SUBSPECIES
Taraxacum officinale,6082608,Taraxacum officinale pyrenaicum,SUBSPECIES
Taraxacum officinale,6082473,Taraxacum officinale laceratum,SUBSPECIES
Taraxacum officinale,8559407,Taraxacum officinale vulgare,SUBSPECIES
Taraxacum officinale,5696711,Taraxacum officinale tenebricans,SUBSPECIES
Taraxacum officinale,6303410,Taraxacum officinale palustre,SUBSPECIES
Taraxacum officinale,6082509,Taraxacum officinale leucospermum,SUBSPECIES
Taraxacum officinale,6082546,Taraxacum officinale patulum,SUBSPECIES
Geum rivale,7918914,Geum rivale,SPECIES
Geum rivale,8455954,Geum rivale,SPECIES
Geum rivale,7784316,Geum rivale,SPECIES
Geum rivale,7752675,Geum rivale,SPECIES
Geum rivale,5369701,Geum rivale,SPECIES
Geum rivale,5598285,Geum rivale eu-rivale,SUBSPECIES
Geum rivale,5369927,Geum rivale subalpinum,SUBSPECIES
Geum rivale,8203804,Geum rivale rivale,FORM
Geum rivale,5369668,Geum rivale urbanum,SUBSPECIES
Geum rivale,8055151,Geum rivale urbanum,SUBSPECIES
Lithospermum canescens,2926090,Lithospermum canescens,SPECIES
Lithospermum canescens,8241757,Lithospermum canescens,SPECIES
Lithospermum canescens,4062868,Lithospermum canescens pallidum,FORM
Lithospermum canescens,7294941,Lithospermum canescens canescens,FORM
Sambucus racemosa,7948285,Sambucus racemosa,SPECIES
Sambucus racemosa,2888723,Sambucus racemosa,SPECIES
Sambucus racemosa,4930145,Sambucus racemosa sieboldiana,SUBSPECIES
Sambucus racemosa,6369795,Sambucus racemosa pubens,SUBSPECIES
Sambucus racemosa,4930148,Sambucus racemosa kamtschatica,SUBSPECIES
Sambucus racemosa,7588923,Sambucus racemosa siberica,SUBSPECIES
Sambucus racemosa,8250865,Sambucus racemosa pubens,SUBSPECIES
Sambucus racemosa,3856855,Sambucus racemosa manshurica,SUBSPECIES
Sambucus racemosa,3857095,Sambucus racemosa arborescens,SUBSPECIES
Sambucus racemosa,3856620,Sambucus racemosa spectabilis,VARIETY
Silene acaulis,5384754,Silene acaulis,SPECIES
Silene acaulis,7990549,Silene acaulis,SPECIES
Silene acaulis,5585957,Silene acaulis vanensis,SUBSPECIES
Silene acaulis,7785491,Silene acaulis cenisia,SUBSPECIES
Silene acaulis,8273989,Silene acaulis arctica,SUBSPECIES
Silene acaulis,9725727,Silene acaulis balcanica,SUBSPECIES
Silene acaulis,9207164,Silene acaulis subacaulescens,SUBSPECIES
Silene acaulis,5708319,Silene acaulis subaculescens,VARIETY
Silene acaulis,7266919,Silene acaulis acaulis,FORM
Silene acaulis,7267521,Silene acaulis acaulis,SUBSPECIES
Leucanthemum vulgare,8848598,Leucanthemum vulgare,SPECIES
Leucanthemum vulgare,9673306,Leucanthemum vulgare pannonicum,SUBSPECIES
Leucanthemum vulgare,5703134,Leucanthemum vulgare parviceps,SUBSPECIES
Leucanthemum vulgare,5703140,Leucanthemum vulgare maximum,SUBSPECIES
Leucanthemum vulgare,5703149,Leucanthemum vulgare catalaunicum,SUBSPECIES
Leucanthemum vulgare,6077630,Leucanthemum vulgare atratum,SUBSPECIES
Leucanthemum vulgare,6303090,Leucanthemum vulgare alpicola,SUBSPECIES
Leucanthemum vulgare,9413510,Leucanthemum vulgare heterophyllum,SUBSPECIES
Leucanthemum vulgare,5703142,Leucanthemum vulgare margaritae,SUBSPECIES
Leucanthemum vulgare,6077603,Leucanthemum vulgare glaucophyllum,SUBSPECIES
Chrysanthemum leucanthemum,3134125,Chrysanthemum leucanthemum,SPECIES
Chrysanthemum leucanthemum,6077627,Chrysanthemum leucanthemum controversum,SUBSPECIES
Chrysanthemum leucanthemum,6303097,Chrysanthemum leucanthemum leucanthemum,SUBSPECIES
Chrysanthemum leucanthemum,9430833,Chrysanthemum leucanthemum pallens,SUBSPECIES
Chrysanthemum leucanthemum,6077580,Chrysanthemum leucanthemum subglaucum,SUBSPECIES
Chrysanthemum leucanthemum,6077602,Chrysanthemum leucanthemum glaucophyllum,SUBSPECIES
Chrysanthemum leucanthemum,6077608,Chrysanthemum leucanthemum adustum,SUBSPECIES
Chrysanthemum leucanthemum,7496048,Chrysanthemum leucanthemum adustum,VARIETY
Chrysanthemum leucanthemum,6450950,Chrysanthemum leucanthemum crassifolium,VARIETY
Chrysanthemum leucanthemum,9621976,Chrysanthemum leucanthemum margaritae,VARIETY
Lotus corniculatus,5357013,Lotus corniculatus,SPECIES
Lotus corniculatus,9133728,Lotus corniculatus,SPECIES
Lotus corniculatus,7581351,Lotus corniculatus major,SUBSPECIES
Lotus corniculatus,9591444,Lotus corniculatus tenuis,SUBSPECIES
Lotus corniculatus,5632079,Lotus corniculatus callunetorum,SUBSPECIES
Lotus corniculatus,5356901,Lotus corniculatus slovacus,SUBSPECIES
Lotus corniculatus,8290487,Lotus corniculatus delortii,SUBSPECIES
Lotus corniculatus,7893113,Lotus corniculatus hirsutus,SUBSPECIES
Lotus corniculatus,8090142,Lotus corniculatus latifolius,SUBSPECIES
Lotus corniculatus,6709686,Lotus corniculatus borealis,VARIETY
Lathyrus pratensis,5356701,Lathyrus pratensis,SPECIES
Lathyrus pratensis,5626548,Lathyrus pratensis velutinus,SUBSPECIES
Lathyrus pratensis,5626552,Lathyrus pratensis lusseri,SUBSPECIES
Lathyrus pratensis,5356702,Lathyrus pratensis pratensis,SUBSPECIES
Lathyrus pratensis,7458377,Lathyrus pratensis pratensis,VARIETY
Lathyrus pratensis,7461411,Lathyrus pratensis velutinus,SUBSPECIES
Lathyrus pratensis,9390757,Lathyrus pratensis luesseri,SUBSPECIES
Lathyrus pratensis,7731824,Lathyrus pratensis grandiflorus,VARIETY
Lathyrus pratensis,5356746,Lathyrus pratensis hallersteinii,SUBSPECIES
Lathyrus pratensis,8283617,Lathyrus pratensis subalpinus,VARIETY
Vicia cracca,8037380,Vicia cracca,SPECIES
Vicia cracca,2975287,Vicia cracca,SPECIES
Vicia cracca,2975193,Vicia cracca tenuifolia,SUBSPECIES
Vicia cracca,9393348,Vicia cracca stenophylla,SUBSPECIES
Vicia cracca,3973708,Vicia cracca grossheimii,SUBSPECIES
Vicia cracca,9441558,Vicia cracca incana,VARIETY
Vicia cracca,6709617,Vicia cracca japonica,SUBSPECIES
Vicia cracca,8591333,Vicia cracca tenuifolia,FORM
Vicia cracca,3912261,Vicia cracca etiamalba,FORM
Vicia cracca,7718845,Vicia cracca tenuifolia,SUBSPECIES
Hypochoeris radicata,7605771,Hypochoeris radicata,SPECIES
Hypochoeris radicata,9121961,Hypochoeris radicata hispida,VARIETY
Hypochoeris radicata,9580470,Hypochoeris radicata radicata,VARIETY
Ranunculus acris,3033363,Ranunculus acris,SPECIES
Ranunculus acris,7360576,Ranunculus acris,SPECIES
Ranunculus acris,7692985,Ranunculus acris,SPECIES
Ranunculus acris,8622081,Ranunculus acris,SPECIES
Ranunculus acris,7277719,Ranunculus acris acris,SUBSPECIES
Ranunculus acris,8130933,Ranunculus acris nemorivagus,SUBSPECIES
Ranunculus acris,3927982,Ranunculus acris nipponicus,SUBSPECIES
Ranunculus acris,8007875,Ranunculus acris friesianus,SUBSPECIES
Ranunculus acris,7961621,Ranunculus acris steveni,SUBSPECIES
Ranunculus acris,3927977,Ranunculus acris novus,SUBSPECIES
Trifolium dubium,5359429,Trifolium dubium,SPECIES
Trifolium dubium,9132244,Trifolium dubium dubium,VARIETY
Trifolium dubium,7755291,Trifolium dubium dubium,SUBSPECIES
Trifolium dubium,5633536,Trifolium dubium microphyllum,VARIETY
Trifolium dubium,8851148,Trifolium dubium atlanticum,VARIETY
Prunella vulgaris,5341297,Prunella vulgaris,SPECIES
Prunella vulgaris,7592255,Prunella vulgaris,SPECIES
Prunella vulgaris,9423170,Prunella vulgaris surrecta,SUBSPECIES
Prunella vulgaris,8118709,Prunella vulgaris hispida,SUBSPECIES
Prunella vulgaris,7226077,Prunella vulgaris vulgaris,SUBSPECIES
Prunella vulgaris,9248211,Prunella vulgaris parviflora,SUBSPECIES
Prunella vulgaris,5607809,Prunella vulgaris parviflora,VARIETY
Prunella vulgaris,8301250,Prunella vulgaris intermedia,VARIETY
Prunella vulgaris,8384789,Prunella vulgaris parviflora,VARIETY
Prunella vulgaris,5607822,Prunella vulgaris atropurpurea,VARIETY
Centaurea nigra,3128225,Centaurea nigra,SPECIES
Centaurea nigra,8811017,Centaurea nigra,SPECIES
Centaurea nigra,7857746,Centaurea nigra,SPECIES
Centaurea nigra,8613222,Centaurea nigra,SPECIES
Centaurea nigra,7698864,Centaurea nigra debeauxii,SUBSPECIES
Centaurea nigra,4250765,Centaurea nigra carpetana,SUBSPECIES
Centaurea nigra,4250754,Centaurea nigra nevadensis,SUBSPECIES
Centaurea nigra,9787228,Centaurea nigra pallida,VARIETY
Centaurea nigra,6076354,Centaurea nigra rivularis,SUBSPECIES
Centaurea nigra,4250762,Centaurea nigra decipiens,SUBSPECIES
Trifolium repens,8270163,Trifolium repens,SPECIES
Trifolium repens,5358748,Trifolium repens,SPECIES
Trifolium repens,8364947,Trifolium repens ochranthum,SUBSPECIES
Trifolium repens,5358760,Trifolium repens prostratum,SUBSPECIES
Trifolium repens,7724421,Trifolium repens nevadense,SUBSPECIES
Trifolium repens,7224414,Trifolium repens repens,VARIETY
Trifolium repens,9739869,Trifolium repens atropurpureum,VARIETY
Trifolium repens,9434885,Trifolium repens luxurians,VARIETY
Trifolium repens,9782970,Trifolium repens rubescens,VARIETY
Trifolium repens,5358759,Trifolium repens giganteum,VARIETY
Lychnis flos-cuculi,3085873,Lychnis flos-cuculi,SPECIES
Lychnis flos-cuculi,9244836,Lychnis flos-cuculi cyrilli,SUBSPECIES
Lychnis flos-cuculi,9526844,Lychnis flos-cuculi cyrilli,SUBSPECIES
Lychnis flos-cuculi,9432121,Lychnis flos-cuculi congesta,VARIETY
Lychnis flos-cuculi,9627590,Lychnis flos-cuculi ramosa,VARIETY
Lychnis flos-cuculi,7374814,Lychnis flos-cuculi subintegra,SUBSPECIES
Lychnis flos-cuculi,8335178,Lychnis flos-cuculi flos-cuculi,SUBSPECIES
Silene flos-cuculi,7684582,Silene flos-cuculi,SPECIES
Silene flos-cuculi,5384738,Silene flos-cuculi,SPECIES
Silene flos-cuculi,5587980,Silene flos-cuculi subintegra,SUBSPECIES
Trifolium pratense,8324121,Trifolium pratense,SPECIES
Trifolium pratense,8276598,Trifolium pratense maritimum,SUBSPECIES
Trifolium pratense,5632813,Trifolium pratense expansum,SUBSPECIES
Trifolium pratense,7740181,Trifolium pratense sativum,SUBSPECIES
Trifolium pratense,9623986,Trifolium pratense diffusum,SUBSPECIES
Trifolium pratense,9645365,Trifolium pratense sativum,SUBSPECIES
Trifolium pratense,9274287,Trifolium pratense nivale,SUBSPECIES
Trifolium pratense,7447637,Trifolium pratense borderi,SUBSPECIES
Trifolium pratense,9495758,Trifolium pratense frigidum,SUBSPECIES
Trifolium pratense,9630818,Trifolium pratense pallidum,SUBSPECIES
Cirsium arvense,3113414,Cirsium arvense,SPECIES
Cirsium arvense,9535947,Cirsium arvense vestitum,SUBSPECIES
Cirsium arvense,6305870,Cirsium arvense vestitum,SUBSPECIES
Cirsium arvense,7761154,Cirsium arvense malhoi,VARIETY
Cirsium arvense,8053290,Cirsium arvense tomentosum,VARIETY
Cirsium arvense,4274469,Cirsium arvense argenteum,VARIETY
Cirsium arvense,7663614,Cirsium arvense spinosissimum,VARIETY
Cirsium arvense,6305866,Cirsium arvense incanum,SUBSPECIES
Cirsium arvense,7736902,Cirsium arvense decurrens,VARIETY
Cirsium arvense,6305856,Cirsium arvense setosum,SUBSPECIES
Filipendula ulmaria,2987999,Filipendula ulmaria,SPECIES
Filipendula ulmaria,8405483,Filipendula ulmaria,SPECIES
Filipendula ulmaria,2988000,Filipendula ulmaria ulmaria,SUBSPECIES
Filipendula ulmaria,2988142,Filipendula ulmaria megalocarpa,SUBSPECIES
Filipendula ulmaria,8098391,Filipendula ulmaria glauca,VARIETY
Filipendula ulmaria,7272304,Filipendula ulmaria ulmaria,FORM
Filipendula ulmaria,8312390,Filipendula ulmaria picbaueri,VARIETY
Filipendula ulmaria,8051750,Filipendula ulmaria nivea,VARIETY
Filipendula ulmaria,8191831,Filipendula ulmaria glaberrima,FORM
Filipendula ulmaria,8004077,Filipendula ulmaria quinqueloba,SUBSPECIES
Galium verum,9063248,Galium verum,SPECIES
Galium verum,2914404,Galium verum wirtgenii,SUBSPECIES
Galium verum,7458165,Galium verum ruthenicum,SUBSPECIES
Galium verum,8295480,Galium verum praecox,SUBSPECIES
Galium verum,2914409,Galium verum asiaticum,SUBSPECIES
Galium verum,2908375,Galium verum pseudocruciata,VARIETY
Galium verum,2914403,Galium verum typicum,VARIETY
Galium verum,2914427,Galium verum intermedium,VARIETY
Galium verum,2914417,Galium verum maritimum,SUBSPECIES
Galium verum,8146675,Galium verum praecox,VARIETY
Cerastium fontanum,3085458,Cerastium fontanum,SPECIES
Cerastium fontanum,8377073,Cerastium fontanum glabrescens,SUBSPECIES
Cerastium fontanum,3811573,Cerastium fontanum grandiflorum,SUBSPECIES
Cerastium fontanum,3811607,Cerastium fontanum angustifolium,VARIETY
Cerastium fontanum,8280201,Cerastium fontanum kajanense,VARIETY
Cerastium fontanum,7491675,Cerastium fontanum scoticum,SUBSPECIES
Cerastium fontanum,7219306,Cerastium fontanum fontanum,SUBSPECIES
Cerastium fontanum,3811517,Cerastium fontanum vulgare,SUBSPECIES
Cerastium fontanum,7874842,Cerastium fontanum balcanum,SUBSPECIES
Cerastium fontanum,8212071,Cerastium fontanum turcicum,SUBSPECIES
Dryas octopetala,7700155,Dryas octopetala,SPECIES
Dryas octopetala,8353707,Dryas octopetala,SPECIES
Dryas octopetala,4889932,Dryas octopetala,SPECIES
Dryas octopetala,7606324,Dryas octopetala,SPECIES
Dryas octopetala,7740641,Dryas octopetala octopetala,SUBSPECIES
Dryas octopetala,5364114,Dryas octopetala subincisa,SUBSPECIES
Dryas octopetala,8180172,Dryas octopetala viscida,SUBSPECIES
Dryas octopetala,8397257,Dryas octopetala ajanensis,SUBSPECIES
Dryas octopetala,9125325,Dryas octopetala kamtschatica,VARIETY
Dryas octopetala,7937926,Dryas octopetala nervosa,SUBSPECIES
Cerastium alpinum,8116118,Cerastium alpinum,SPECIES
Cerastium alpinum,7906569,Cerastium alpinum,SPECIES
Cerastium alpinum,8394692,Cerastium alpinum,SPECIES
Cerastium alpinum,3085450,Cerastium alpinum,SPECIES
Cerastium alpinum,7658655,Cerastium alpinum,SPECIES
Cerastium alpinum,6364560,Cerastium alpinum lanatum,SUBSPECIES
Cerastium alpinum,6364547,Cerastium alpinum alpinum,SUBSPECIES
Cerastium alpinum,9557152,Cerastium alpinum latifolium,SUBSPECIES
Cerastium alpinum,9402464,Cerastium alpinum pyrenaicum,SUBSPECIES
Cerastium alpinum,8278775,Cerastium alpinum glabratum,SUBSPECIES
Parnassia palustris,3032585,Parnassia palustris,SPECIES
Parnassia palustris,6418652,Parnassia palustris multiseta,SUBSPECIES
Parnassia palustris,7736775,Parnassia palustris obtusiflora,SUBSPECIES
Parnassia palustris,3592442,Parnassia palustris pseudoalpicola,SUBSPECIES
Parnassia palustris,8031481,Parnassia palustris californica,SUBSPECIES
Parnassia palustris,7474125,Parnassia palustris californica,SUBSPECIES
Parnassia palustris,3592381,Parnassia palustris montanensis,VARIETY
Parnassia palustris,3592420,Parnassia palustris yakusimensis,VARIETY
Parnassia palustris,8278389,Parnassia palustris ussuriensis,FORM
Parnassia palustris,3592435,Parnassia palustris rhodanthera,FORM
Polygonum viviparum,8692900,Polygonum viviparum,SPECIES
Polygonum viviparum,8105860,Polygonum viviparum,SPECIES
Polygonum viviparum,5334449,Polygonum viviparum,SPECIES
Polygonum viviparum,5334451,Polygonum viviparum macounii,VARIETY
Polygonum viviparum,5651475,Polygonum viviparum ramiflora,VARIETY
Polygonum viviparum,5334452,Polygonum viviparum alpinum,VARIETY
Polygonum viviparum,5651468,Polygonum viviparum tenuifolium,VARIETY
Polygonum viviparum,5651488,Polygonum viviparum angustum,VARIETY
Polygonum viviparum,7291202,Polygonum viviparum viviparum,VARIETY
Polygonum viviparum,7519672,Polygonum viviparum roessleri,FORM
Bistorta vivipara,8397861,Bistorta vivipara,SPECIES
Bistorta vivipara,2889299,Bistorta vivipara,SPECIES
Bistorta vivipara,7291940,Bistorta vivipara vivipara,SUBSPECIES
Bistorta vivipara,4038568,Bistorta vivipara macounii,SUBSPECIES
Bistorta vivipara,6560104,Bistorta vivipara macounii,VARIETY
Bistorta vivipara,7937300,Bistorta vivipara roessleri,VARIETY
Bistorta vivipara,7363900,Bistorta vivipara angustifolia,VARIETY
Bistorta vivipara,7906071,Bistorta vivipara roessleri,FORM
Bistorta vivipara,4038583,Bistorta vivipara fugax,SUBSPECIES
Bistorta vivipara,7942250,Bistorta vivipara vivipara,VARIETY
Saxifraga oppositifolia,8353146,Saxifraga oppositifolia,SPECIES
Saxifraga oppositifolia,7579522,Saxifraga oppositifolia amphibia,SUBSPECIES
Saxifraga oppositifolia,8211616,Saxifraga oppositifolia speciosa,SUBSPECIES
