queried_sp_name,key,canonicalName,rank
Ixeris debilis,7367034,Ixeris debilis sinuata,FORM
Kerria japonica,5371450,Kerria japonica,SPECIES
Kerria japonica,7787444,Kerria japonica aureovittata,VARIETY
Kerria japonica,5371452,Kerria japonica plena,FORM
Kerria japonica,5371461,Kerria japonica picta,FORM
Kerria japonica,5371466,Kerria japonica floribusplenis,VARIETY
Kerria japonica,5371462,Kerria japonica argenteovariegata,VARIETY
Kerria japonica,5371467,Kerria japonica denticulata,VARIETY
Kerria japonica,8225748,Kerria japonica vittatoramosa,FORM
Kerria japonica,5371457,Kerria japonica aureovariegata,FORM
Kerria japonica,7479113,Kerria japonica pleniflora,VARIETY
Ranunculus silerifolius,7277264,Ranunculus silerifolius,SPECIES
Ranunculus silerifolius,9634358,Ranunculus silerifolius,SPECIES
Ranunculus silerifolius,3924852,Ranunculus silerifolius quelpaertensis,VARIETY
Ranunculus silerifolius,8515654,Ranunculus silerifolius quelpaertensis,VARIETY
Ranunculus silerifolius,3924877,Ranunculus silerifolius glaber,VARIETY
Ranunculus silerifolius,6375192,Ranunculus silerifolius prostratus,VARIETY
Ranunculus silerifolius,8664969,Ranunculus silerifolius prostratus,VARIETY
Ranunculus silerifolius,3924859,Ranunculus silerifolius prostratus,FORM
Ranunculus silerifolius,3924846,Ranunculus silerifolius yaegatakensis,VARIETY
Ranunculus silerifolius,8241501,Ranunculus silerifolius dolichanthus,VARIETY
Cardamine regeliana,3045916,Cardamine regeliana,SPECIES
Cardamine regeliana,3046100,Cardamine regeliana manshurica,VARIETY
Oxalis corniculata,8427624,Oxalis corniculata,SPECIES
Oxalis corniculata,6560049,Oxalis corniculata repens,SUBSPECIES
Oxalis corniculata,3628032,Oxalis corniculata albicans,SUBSPECIES
Oxalis corniculata,9317602,Oxalis corniculata navieri,SUBSPECIES
Oxalis corniculata,3627889,Oxalis corniculata radicosa,VARIETY
Oxalis corniculata,3627997,Oxalis corniculata domingensis,VARIETY
Oxalis corniculata,3627895,Oxalis corniculata pygmaea,VARIETY
Oxalis corniculata,9742939,Oxalis corniculata trichocaulon,VARIETY
Oxalis corniculata,6423143,Oxalis corniculata corniculata,SUBSPECIES
Oxalis corniculata,7647851,Oxalis corniculata subglabra,SUBSPECIES
Rorippa indica,7642881,Rorippa indica,SPECIES
Rorippa indica,7690585,Rorippa indica,SPECIES
Rorippa indica,3053472,Rorippa indica,SPECIES
Rorippa indica,9092601,Rorippa indica,SPECIES
Rorippa indica,7808012,Rorippa indica,SPECIES
Rorippa indica,3053344,Rorippa indica apetala,VARIETY
Rorippa indica,6393025,Rorippa indica benghalensis,VARIETY
Rorippa indica,3053479,Rorippa indica indica,VARIETY
Rorippa indica,3692724,Rorippa indica benghalensis,SUBSPECIES
Rorippa indica,8129277,Rorippa indica benghalensis,VARIETY
Galium trifidum,8266590,Galium trifidum,SPECIES
Galium trifidum,8870454,Galium trifidum,SPECIES
Galium trifidum,2913365,Galium trifidum,SPECIES
Galium trifidum,2913735,Galium trifidum subbiflorum,SUBSPECIES
Galium trifidum,9088174,Galium trifidum halophilum,SUBSPECIES
Galium trifidum,6288880,Galium trifidum tinctorium,SUBSPECIES
Galium trifidum,8057314,Galium trifidum brevipes,SUBSPECIES
Galium trifidum,7067218,Galium trifidum trifidum,SUBSPECIES
Galium trifidum,2913728,Galium trifidum halophilum,SUBSPECIES
Galium trifidum,2913729,Galium trifidum columbianum,SUBSPECIES
Kalimeris pinnatifida,3094070,Kalimeris pinnatifida,SPECIES
Kalimeris pinnatifida,7948342,Kalimeris pinnatifida angustifolia,VARIETY
Kalimeris pinnatifida,7174865,Kalimeris pinnatifida pinnatifida,VARIETY
Kalimeris pinnatifida,6297001,Kalimeris pinnatifida dentata,VARIETY
Bidens frondosa,8359115,Bidens frondosa,SPECIES
Bidens frondosa,5392174,Bidens frondosa,SPECIES
Bidens frondosa,8662049,Bidens frondosa,SPECIES
Bidens frondosa,5700912,Bidens frondosa anomala,VARIETY
Bidens frondosa,8366921,Bidens frondosa anomala,VARIETY
Bidens frondosa,7872129,Bidens frondosa frondosa,VARIETY
Bidens frondosa,5700908,Bidens frondosa minor,VARIETY
Bidens frondosa,7392167,Bidens frondosa anomala,FORM
Bidens frondosa,5927569,Bidens frondosa frondosa,FORM
Bidens frondosa,5700901,Bidens frondosa stenodonta,VARIETY
Persicaria comspicua,NA,NA,NA
Persicaria conspicua,7451145,Persicaria conspicua,SPECIES
Persicaria conspicua,4036289,Persicaria conspicua,SPECIES
Chelidonium majus,5334186,Chelidonium majus,SPECIES
Chelidonium majus,8941551,Chelidonium majus,SPECIES
Chelidonium majus,7929749,Chelidonium majus laciniatum,SUBSPECIES
Chelidonium majus,9368225,Chelidonium majus laciniatum,SUBSPECIES
Chelidonium majus,7526960,Chelidonium majus plenum,VARIETY
Chelidonium majus,5709510,Chelidonium majus plenum,VARIETY
Chelidonium majus,7882917,Chelidonium majus laciniatum,FORM
Chelidonium majus,7711393,Chelidonium majus asiaticum,SUBSPECIES
Chelidonium majus,7787698,Chelidonium majus tenuifolium,VARIETY
Chelidonium majus,8033085,Chelidonium majus laciniatum,VARIETY
Houttuynia cordata,5384931,Houttuynia cordata,SPECIES
Houttuynia cordata,7943305,Houttuynia cordata plena,VARIETY
Houttuynia cordata,5569031,Houttuynia cordata polypetaloidea,FORM
Houttuynia cordata,5569043,Houttuynia cordata viridis,FORM
Houttuynia cordata,7558595,Houttuynia cordata cordata,VARIETY
Houttuynia cordata,8324820,Houttuynia cordata variegata,VARIETY
Lindernia procumbens,8602699,Lindernia procumbens,SPECIES
Lindernia procumbens,3171882,Lindernia procumbens,SPECIES
Ilysanthes dubia,6440510,Ilysanthes dubia,SPECIES
Ilysanthes dubia,3741750,Ilysanthes dubia inundata,VARIETY
Lindernia dubia,3171888,Lindernia dubia,SPECIES
Lindernia dubia,7332288,Lindernia dubia dubia,SUBSPECIES
Lindernia dubia,3731080,Lindernia dubia rhizomatosa,VARIETY
Lindernia dubia,6449393,Lindernia dubia typica,VARIETY
Lindernia dubia,9393608,Lindernia dubia anagallidea,SUBSPECIES
Lindernia dubia,3731127,Lindernia dubia anagallidea,VARIETY
Lindernia dubia,3731074,Lindernia dubia riparia,VARIETY
Lindernia dubia,8545341,Lindernia dubia rhizomatosa,VARIETY
Lindernia dubia,6439217,Lindernia dubia major,SUBSPECIES
Lindernia dubia,3731101,Lindernia dubia major,VARIETY
Aster ageratoides ovatus,6297069,Aster ageratoides ovatus,SUBSPECIES
Aster ageratoides ovatus,7630602,Aster ageratoides ovatus,VARIETY
Aster ageratoides ovatus,9643964,Aster ageratoides ovatus,VARIETY
Aster ageratoides amplexifolius,6296976,Aster ageratoides amplexifolius,SUBSPECIES
Aster ageratoides amplexifolius,7351012,Aster ageratoides amplexifolius,VARIETY
Meehania urticifolia,7309502,Meehania urticifolia,SPECIES
Meehania urticifolia,8072636,Meehania urticifolia radicans,FORM
Meehania urticifolia,8025825,Meehania urticifolia typica,VARIETY
Meehania urticifolia,8148741,Meehania urticifolia pinetorum,VARIETY
Meehania urticifolia,7950579,Meehania urticifolia faberi,VARIETY
Meehania urticifolia,9627916,Meehania urticifolia leucantha,FORM
Meehania urticifolia,7714355,Meehania urticifolia pedunculata,VARIETY
Meehania urticifolia,8029903,Meehania urticifolia henryi,VARIETY
Meehania urticifolia,8137509,Meehania urticifolia angustifolia,VARIETY
Meehania urticifolia,3905253,Meehania urticifolia rosea,FORM
Poa pratensis,7845503,Poa pratensis,SPECIES
Poa pratensis,2704178,Poa pratensis,SPECIES
Poa pratensis,7856507,Poa pratensis,SPECIES
Poa pratensis,4113846,Poa pratensis pruinosa,SUBSPECIES
Poa pratensis,4270528,Poa pratensis irrigata,SUBSPECIES
Poa pratensis,6313747,Poa pratensis turfosa,SUBSPECIES
Poa pratensis,7743487,Poa pratensis anceps,SUBSPECIES
Poa pratensis,8735891,Poa pratensis maritima,VARIETY
Poa pratensis,4113902,Poa pratensis macounii,VARIETY
Poa pratensis,7754588,Poa pratensis vera,VARIETY
Glechoma hederacea,2926557,Glechoma hederacea,SPECIES
Glechoma hederacea,8051637,Glechoma hederacea serbica,SUBSPECIES
Glechoma hederacea,8916992,Glechoma hederacea villosa,SUBSPECIES
Glechoma hederacea,7499297,Glechoma hederacea grandis,SUBSPECIES
Glechoma hederacea,8740483,Glechoma hederacea brevipetiolatum,SUBSPECIES
Glechoma hederacea,6710299,Glechoma hederacea longituba,VARIETY
Glechoma hederacea,9519361,Glechoma hederacea hirsuta,SUBSPECIES
Glechoma hederacea,9400132,Glechoma hederacea sardoa,SUBSPECIES
Glechoma hederacea,9370563,Glechoma hederacea variegata,SUBSPECIES
Glechoma hederacea,9594391,Glechoma hederacea glabriuscula,SUBSPECIES
Nepeta hederacea,5341298,Nepeta hederacea,SPECIES
Nepeta hederacea,7415266,Nepeta hederacea,SPECIES
Nepeta hederacea,7976347,Nepeta hederacea albovariegata,FORM
Aphloia theiformis,8812643,Aphloia theiformis,SPECIES
Aphloia theiformis,7274054,Aphloia theiformis,SPECIES
Aphloia theiformis,7989124,Aphloia theiformis obcuneata,FORM
Aphloia theiformis,7824326,Aphloia theiformis angustissima,VARIETY
Aphloia theiformis,7870111,Aphloia theiformis caerulescens,VARIETY
Aphloia theiformis,8187732,Aphloia theiformis tsaratananae,FORM
Aphloia theiformis,7274055,Aphloia theiformis theiformis,VARIETY
Aphloia theiformis,8392263,Aphloia theiformis micranthera,VARIETY
Aphloia theiformis,8140542,Aphloia theiformis angusta,VARIETY
Aphloia theiformis,8568203,Aphloia theiformis purpurascens,VARIETY
Dodonaea viscosa,8265006,Dodonaea viscosa,SPECIES
Dodonaea viscosa,9010387,Dodonaea viscosa,SPECIES
Dodonaea viscosa,8457612,Dodonaea viscosa,SPECIES
Dodonaea viscosa,9130545,Dodonaea viscosa,SPECIES
Dodonaea viscosa,5421144,Dodonaea viscosa,SPECIES
Dodonaea viscosa,7585074,Dodonaea viscosa,SPECIES
Dodonaea viscosa,7945953,Dodonaea viscosa,SPECIES
Dodonaea viscosa,8521311,Dodonaea viscosa,SPECIES
Dodonaea viscosa,5576860,Dodonaea viscosa angustissima,SUBSPECIES
Dodonaea viscosa,5576821,Dodonaea viscosa cuneata,SUBSPECIES
Dracaena reflexa,5304436,Dracaena reflexa,SPECIES
Dracaena reflexa,8163536,Dracaena reflexa,SPECIES
Dracaena reflexa,8401945,Dracaena reflexa,SPECIES
Dracaena reflexa,5304459,Dracaena reflexa brevituba,VARIETY
Dracaena reflexa,8453380,Dracaena reflexa parvifolia,VARIETY
Dracaena reflexa,5304461,Dracaena reflexa nervosa,VARIETY
Dracaena reflexa,5304447,Dracaena reflexa condensata,VARIETY
Dracaena reflexa,5304448,Dracaena reflexa linearifolia,VARIETY
Dracaena reflexa,5304655,Dracaena reflexa nitens,VARIETY
Dracaena reflexa,5304450,Dracaena reflexa subelliptica,VARIETY
Pittosporum senacia,7303851,Pittosporum senacia,SPECIES
Pittosporum senacia,8572399,Pittosporum senacia pervillei,SUBSPECIES
Pittosporum senacia,7931105,Pittosporum senacia coursii,SUBSPECIES
Pittosporum senacia,4161636,Pittosporum senacia reticulatum,SUBSPECIES
Pittosporum senacia,7303852,Pittosporum senacia senacia,SUBSPECIES
Pittosporum senacia,5792980,Pittosporum senacia wrightii,SUBSPECIES
Psidium cattleianum,5420641,Psidium cattleianum,SPECIES
Psidium cattleianum,8426329,Psidium cattleianum coriaceum,VARIETY
Psidium cattleianum,5557021,Psidium cattleianum coriaceum,VARIETY
Psidium cattleianum,7656705,Psidium cattleianum cattleianum,FORM
Psidium cattleianum,8147354,Psidium cattleianum littorale,VARIETY
Psidium cattleianum,5420649,Psidium cattleianum purpureum,VARIETY
Psidium cattleianum,5420650,Psidium cattleianum pyriformis,VARIETY
Psidium cattleianum,5420643,Psidium cattleianum littorale,VARIETY
Aechmea vanhoutteana,NA,NA,NA
Spirotheca rivieri,4073016,Spirotheca rivieri,SPECIES
Spirotheca rivieri,4074000,Spirotheca rivieri passifloroides,VARIETY
Spirotheca rivieri,7296205,Spirotheca rivieri rivieri,VARIETY
Mutisia speciosa,7818856,Mutisia speciosa,SPECIES
Mutisia speciosa,3144171,Mutisia speciosa,SPECIES
Mutisia speciosa,9643927,Mutisia speciosa elliptica,VARIETY
Mutisia speciosa,9824557,Mutisia speciosa speciosa,VARIETY
Mutisia speciosa,6291365,Mutisia speciosa speciosa,FORM
Mutisia speciosa,6443957,Mutisia speciosa dealbata,FORM
Mutisia speciosa,4216250,Mutisia speciosa dealbata,VARIETY
Mutisia speciosa,9823822,Mutisia speciosa elliptica,VARIETY
Mutisia speciosa,9643926,Mutisia speciosa dealbata,VARIETY
Mutisia speciosa,9823821,Mutisia speciosa dealbata,VARIETY
Nidularium innocentii,2697762,Nidularium innocentii,SPECIES
Nidularium innocentii,2697689,Nidularium innocentii wittmackianum,VARIETY
Nidularium innocentii,2697779,Nidularium innocentii lineatum,VARIETY
Nidularium innocentii,2697706,Nidularium innocentii bicolor,VARIETY
Nidularium innocentii,2697773,Nidularium innocentii striatum,VARIETY
Nidularium innocentii,2697766,Nidularium innocentii paxianum,VARIETY
Nidularium innocentii,2697772,Nidularium innocentii bauense,VARIETY
Nidularium inocentii,NA,NA,NA
Billbergia amoena,2693722,Billbergia amoena,SPECIES
Billbergia amoena,2693743,Billbergia amoena minor,VARIETY
Billbergia amoena,8645063,Billbergia amoena cernua,VARIETY
Billbergia amoena,2693729,Billbergia amoena viridis,VARIETY
Billbergia amoena,2693890,Billbergia amoena cylindracea,VARIETY
Billbergia amoena,2693889,Billbergia amoena penduliflora,VARIETY
Billbergia amoena,2693744,Billbergia amoena robertiana,VARIETY
Billbergia amoena,2693737,Billbergia amoena rubra,VARIETY
Billbergia amoena,2693742,Billbergia amoena carnea,VARIETY
Billbergia amoena,2693726,Billbergia amoena flavescens,VARIETY
Sinningia cooperi,3818296,Sinningia cooperi,SPECIES
Mendoncia velloziana,7263437,Mendoncia velloziana,SPECIES
Mendoncia velloziana,8262867,Mendoncia velloziana,SPECIES
Mendoncia velloziana,8269981,Mendoncia velloziana,SPECIES
Mendoncia velloziana,7263438,Mendoncia velloziana velloziana,VARIETY
Mendoncia velloziana,8054624,Mendoncia velloziana sphingera,VARIETY
Mendoncia velloziana,3771488,Mendoncia velloziana sphingeria,VARIETY
Mendoncia velloziana,3771493,Mendoncia velloziana sparatteria,VARIETY
Mendoncia velloziana,7538893,Mendoncia velloziana sparatteria,VARIETY
Fuchsia regia,7322827,Fuchsia regia,SPECIES
Fuchsia regia,6029325,Fuchsia regia reitzii,SUBSPECIES
Fuchsia regia,8902319,Fuchsia regia reitzii,SUBSPECIES
Fuchsia regia,6029323,Fuchsia regia serrae,SUBSPECIES
Fuchsia regia,6029320,Fuchsia regia typica,VARIETY
Fuchsia regia,6029328,Fuchsia regia affinis,VARIETY
Fuchsia regia,7322828,Fuchsia regia regia,VARIETY
Fuchsia regia,7322831,Fuchsia regia regia,SUBSPECIES
Fuchsia regia,6029327,Fuchsia regia alpestris,VARIETY
Fuchsia regia,6029326,Fuchsia regia radicans,VARIETY
Aechmea nudicaulis,2698486,Aechmea nudicaulis,SPECIES
Aechmea nudicaulis,2698487,Aechmea nudicaulis aequalis,VARIETY
Aechmea nudicaulis,2698512,Aechmea nudicaulis aureorosea,VARIETY
Aechmea nudicaulis,2698507,Aechmea nudicaulis distans,VARIETY
Aechmea nudicaulis,2698528,Aechmea nudicaulis flavomarginata,VARIETY
Aechmea nudicaulis,2698520,Aechmea nudicaulis capitata,VARIETY
Aechmea nudicaulis,7070502,Aechmea nudicaulis nudicaulis,VARIETY
Aechmea nudicaulis,2698495,Aechmea nudicaulis sulcata,VARIETY
Aechmea nudicaulis,2698499,Aechmea nudicaulis cornui,FORM
Aechmea nudicaulis,6312269,Aechmea nudicaulis tabuleirensis,VARIETY
Vriesea incurvata,7449097,Vriesea incurvata,SPECIES
Vriesea incurvata,5289200,Vriesea incurvata,SPECIES
Vriesea incurvata,5289241,Vriesea incurvata albina,VARIETY
Vriesea incurvata,5289198,Vriesea incurvata inflata,VARIETY
Pyrostegia venusta,3172569,Pyrostegia venusta,SPECIES
Pyrostegia venusta,4092701,Pyrostegia venusta typica,VARIETY
Pyrostegia venusta,4092680,Pyrostegia venusta villosa,VARIETY
Vriesea erythrodactylon,5289121,Vriesea erythrodactylon,SPECIES
Vriesea erythrodactylon,8643450,Vriesea erythrodactylon,SPECIES
Vriesea erythrodactylon,5289123,Vriesea erythrodactylon rubropunctata,VARIETY
Vriesea carinata,5289330,Vriesea carinata,SPECIES
Vriesea carinata,5289199,Vriesea carinata inflata,VARIETY
Vriesea carinata,5949825,Vriesea carinata wawra,VARIETY
Vriesea carinata,5289331,Vriesea carinata mangaratibensis,VARIETY
Vriesea carinata,5289333,Vriesea carinata intermedia,FORM
Vriesea carinata,5289332,Vriesea carinata flavominiata,VARIETY
Vriesea carinata,5289103,Vriesea carinata constricta,VARIETY
Vriesea carinata,5288857,Vriesea carinata aurea,VARIETY
Vriesea carinata,9357062,Vriesea carinata xpsittacina,VARIETY
Hippeastrum aulicum,2854386,Hippeastrum aulicum,SPECIES
Hippeastrum aulicum,2854390,Hippeastrum aulicum platypetalum,VARIETY
Hippeastrum aulicum,6709247,Hippeastrum aulicum robustum,VARIETY
Hippeastrum aulicum,2854314,Hippeastrum aulicum glaucophyllum,VARIETY
Hippeastrum aulicum,2854397,Hippeastrum aulicum robustum,FORM
Heliconia farinosa,2760887,Heliconia farinosa,SPECIES
Heliconia farinosa,2760889,Heliconia farinosa magna,FORM
Heliconia farinosa,7586076,Heliconia farinosa efarinosa,FORM
Heliconia farinosa,2760892,Heliconia farinosa versatilis,VARIETY
Heliconia farinosa,8387503,Heliconia farinosa versatilis,FORM
Heliconia farinosa,2760888,Heliconia farinosa constricta,FORM
Heliconia farinosa,2760898,Heliconia farinosa efarinosa,VARIETY
Heliconia farinosa,7622701,Heliconia farinosa versatilis,FORM
Heliconia farinosa,2760897,Heliconia farinosa angusta,FORM
Nematanthus australis,5589496,Nematanthus australis,SPECIES
Justicia carnea,8277936,Justicia carnea,SPECIES
Justicia carnea,7378082,Justicia carnea,SPECIES
Justicia carnea,3770188,Justicia carnea,SPECIES
Eryngium stenophyllum,6027322,Eryngium stenophyllum,SPECIES
Eryngium stenophyllum,3641733,Eryngium stenophyllum hassleri,VARIETY
Eryngium stenophyllum,3641719,Eryngium stenophyllum subracemosum,VARIETY
Eryngium stenophyllum,3641745,Eryngium stenophyllum corymbosum,VARIETY
Hysterionica pinifolia,3089594,Hysterionica pinifolia,SPECIES
Hysterionica pinifolia,7450044,Hysterionica pinifolia,SPECIES
Hysterionica pinifolia,7947899,Hysterionica pinifolia,SPECIES
Eupatorium subhastatum,5402994,Eupatorium subhastatum,SPECIES
Eupatorium subhastatum,7880290,Eupatorium subhastatum hirsutum,VARIETY
Eupatorium subhastatum,5701731,Eupatorium subhastatum lanuginosa,VARIETY
Eupatorium subhastatum,5701733,Eupatorium subhastatum hexanthum,VARIETY
Eupatorium subhastatum,7176331,Eupatorium subhastatum subhastatum,VARIETY
Eupatorium subhastatum,5701729,Eupatorium subhastatum trichophorum,VARIETY
Eupatorium subhastatum,5701728,Eupatorium subhastatum triseriale,VARIETY
Stevia satureiifolia,9174404,Stevia satureiifolia,SPECIES
Stevia satureiifolia,3125558,Stevia satureiifolia,SPECIES
Stevia satureiifolia,9387719,Stevia satureiifolia vattuonei,VARIETY
Achyrocline satureoides,8978959,Achyrocline satureoides,SPECIES
Achyrocline satureoides,8917699,Achyrocline satureoides satureoides,VARIETY
Achyrocline satureoides,9068776,Achyrocline satureoides crassiuscula,VARIETY
Baccharis tandilensis,3129761,Baccharis tandilensis,SPECIES
Baccharis articulata,3129570,Baccharis articulata,SPECIES
Baccharis articulata,4252249,Baccharis articulata gaudichaudianum,VARIETY
Baccharis articulata,7799153,Baccharis articulata gaudichaudiana,SUBSPECIES
Baccharis articulata,4252243,Baccharis articulata gaudichiana,VARIETY
Baccharis articulata,6292951,Baccharis articulata articulata,VARIETY
Baccharis articulata,4252253,Baccharis articulata gaudichaudiana,VARIETY
Eryngium horridum,3630671,Eryngium horridum,SPECIES
Eupatorium tenacetifolium,NA,NA,NA
Eupatorium tanacetifolium,5402927,Eupatorium tanacetifolium,SPECIES
Eupatorium tanacetifolium,9393585,Eupatorium tanacetifolium,SPECIES
Eupatorium tanacetifolium,6296584,Eupatorium tanacetifolium tanacetifolium,FORM
Eupatorium tanacetifolium,5701653,Eupatorium tanacetifolium albiflorum,FORM
Vernonia echioides,5397705,Vernonia echioides,SPECIES
Vernonia echioides,5703115,Vernonia echioides sublaevigata,FORM
Vernonia echioides,6297261,Vernonia echioides echioides,FORM
Senecio grisebachii,3107977,Senecio grisebachii,SPECIES
Senecio grisebachii,4233386,Senecio grisebachii subincanus,VARIETY
Senecio grisebachii,4233409,Senecio grisebachii balansae,VARIETY
Senecio grisebachii,4233403,Senecio grisebachii leptotus,VARIETY
Senecio grisebachii,4233397,Senecio grisebachii pseudovernonioides,VARIETY
Senecio grisebachii,6300052,Senecio grisebachii anomalus,VARIETY
Senecio grisebachii,4233414,Senecio grisebachii anomalus,FORM
Senecio grisebachii,6300053,Senecio grisebachii grisebachii,FORM
Senecio grisebachii,7222952,Senecio grisebachii grisebachii,VARIETY
Senecio grisebachii,4233393,Senecio grisebachii schyzotus,VARIETY
Hypochaeris rosengurtii,NA,NA,NA
Hypochaeris rosengurttii,3093797,Hypochaeris rosengurttii,SPECIES
Hypochaeris rosengurttii,4228963,Hypochaeris rosengurttii pinnatifida,VARIETY
Hypochaeris rosengurttii,6302703,Hypochaeris rosengurttii rosengurttii,VARIETY
Hypochaeris rosengurttii,9643749,Hypochaeris rosengurttii pinnatifida,VARIETY
Senecio bravensis,3108658,Senecio bravensis,SPECIES
Habranthus gracilifolius,2853539,Habranthus gracilifolius,SPECIES
Habranthus gracilifolius,2853543,Habranthus gracilifolius boothianus,VARIETY
Lathyrus pubescens,7841262,Lathyrus pubescens,SPECIES
Lathyrus pubescens,8044765,Lathyrus pubescens,SPECIES
Lathyrus pubescens,5356401,Lathyrus pubescens,SPECIES
Lathyrus pubescens,8515375,Lathyrus pubescens,SPECIES
Lathyrus pubescens,7803783,Lathyrus pubescens,SPECIES
Lathyrus pubescens,7275133,Lathyrus pubescens pubescens,VARIETY
Lathyrus pubescens,5612198,Lathyrus pubescens glaucescens,VARIETY
Lathyrus pubescens,5612193,Lathyrus pubescens leptophylla,VARIETY
Lathyrus pubescens,7275135,Lathyrus pubescens pubescens,FORM
Lathyrus pubescens,5612195,Lathyrus pubescens hirsutulus,FORM
Oxalis articulata,8228159,Oxalis articulata,SPECIES
Oxalis articulata,7539815,Oxalis articulata,SPECIES
Oxalis articulata,2891664,Oxalis articulata,SPECIES
Oxalis articulata,6449263,Oxalis articulata articulata,SUBSPECIES
Oxalis articulata,9389603,Oxalis articulata sericea,SUBSPECIES
Oxalis articulata,3628007,Oxalis articulata sericea,VARIETY
Oxalis articulata,3628049,Oxalis articulata crassipes,FORM
Oxalis articulata,2891728,Oxalis articulata rubra,SUBSPECIES
Oxalis articulata,7590850,Oxalis articulata nodulosa,SUBSPECIES
Oxalis articulata,7967185,Oxalis articulata ostenii,SUBSPECIES
Senecio madagascariensis,3107722,Senecio madagascariensis,SPECIES
Senecio madagascariensis,7642751,Senecio madagascariensis,SPECIES
Senecio madagascariensis,6299836,Senecio madagascariensis boutonii,VARIETY
Senecio madagascariensis,9429633,Senecio madagascariensis boutoni,VARIETY
Senecio madagascariensis,6299835,Senecio madagascariensis madagascariensis,VARIETY
Senecio madagascariensis,6299875,Senecio madagascariensis crassifolius,VARIETY
Sommerfeltia spinulosa,5389210,Sommerfeltia spinulosa,SPECIES
Eupatorium squarrulosum,5402814,Eupatorium squarrulosum,SPECIES
Eupatorium squarrulosum,8096384,Eupatorium squarrulosum,SPECIES
Gomphrena perennis,8886897,Gomphrena perennis,SPECIES
Gomphrena perennis,7323437,Gomphrena perennis,SPECIES
Gomphrena perennis,3675834,Gomphrena perennis pseudodecumbens,SUBSPECIES
Gomphrena perennis,3675808,Gomphrena perennis saxatilis,VARIETY
Gomphrena perennis,3675781,Gomphrena perennis villosa,VARIETY
Gomphrena perennis,8471368,Gomphrena perennis silenoides,VARIETY
Gomphrena perennis,7323729,Gomphrena perennis perennis,SUBSPECIES
Gomphrena perennis,6429867,Gomphrena perennis genuina,SUBSPECIES
Gomphrena perennis,6429864,Gomphrena perennis nitida,SUBSPECIES
Gomphrena perennis,3675802,Gomphrena perennis subalpina,VARIETY
Habranthus andersoni,7420187,Habranthus andersonii,SPECIES
Habranthus andersoni,2853564,Habranthus andersonii,SPECIES
Habranthus andersoni,2853567,Habranthus andersonii aureus,VARIETY
Habranthus andersoni,2853573,Habranthus andersonii parvulus,VARIETY
Habranthus andersoni,7316118,Habranthus andersonianus andersonianus,VARIETY
Habranthus andersoni,4014022,Habranthus andersonianus aureus,VARIETY
Habranthus andersoni,4014018,Habranthus andersonianus parvulus,VARIETY
Habranthus andersoni,7989372,Habranthus andersonii brevilimbus,VARIETY
Habranthus andersoni,8095383,Habranthus andersonii obscurus,VARIETY
Habranthus andersoni,4014020,Habranthus andersonianus cupreus,VARIETY
Habranthus andersonii,7420187,Habranthus andersonii,SPECIES
Habranthus andersonii,2853564,Habranthus andersonii,SPECIES
Habranthus andersonii,2853560,Habranthus andersonii obscurus,VARIETY
Habranthus andersonii,2853555,Habranthus andersonii brevilimbus,VARIETY
Habranthus andersonii,2853573,Habranthus andersonii parvulus,VARIETY
Habranthus andersonii,2853562,Habranthus andersonii texanus,VARIETY
Habranthus andersonii,7989372,Habranthus andersonii brevilimbus,VARIETY
Habranthus andersonii,8095383,Habranthus andersonii obscurus,VARIETY
Habranthus andersonii,2853567,Habranthus andersonii aureus,VARIETY
Habranthus andersonii,2853553,Habranthus andersonii cupreus,VARIETY
Oxalis cordobensis,3627972,Oxalis cordobensis,SPECIES
Oxalis cordobensis,3628070,Oxalis cordobensis humilior,VARIETY
Rodophiala bifidum,NA,NA,NA
Rhodophiala bifida,7377844,Rhodophiala bifida,SPECIES
Rhodophiala bifida,2854061,Rhodophiala bifida,SPECIES
Rhodophiala bifida,2854101,Rhodophiala bifida spathacea,VARIETY
Rhodophiala bifida,2854071,Rhodophiala bifida purpurea,SUBSPECIES
Rhodophiala bifida,2854068,Rhodophiala bifida pulchra,VARIETY
Rhodophiala bifida,2854075,Rhodophiala bifida granatiflora,SUBSPECIES
Rhodophiala bifida,2854085,Rhodophiala bifida aemantha,SUBSPECIES
Senecio arechavaletae,3108751,Senecio arechavaletae,SPECIES
Scaeva melanostoma,1536096,Scaeva melanostoma,SPECIES
Scaeva melanostom,1536096,Scaeva melanostoma,SPECIES
Bombus dahlbomii,1340388,Bombus dahlbomii,SPECIES
Cadeguala occidentalis,1350332,Cadeguala occidentalis,SPECIES
Cadeguala occipitalis,NA,NA,NA
Ruizantheda mutabilis,1352001,Ruizantheda mutabilis,SPECIES
Eristalis tenax,1541217,Eristalis tenax,SPECIES
Svastrides melanura,1345368,Svastrides melanura,SPECIES
Tapinotaspis caerulea,NA,NA,NA
Chalepogenus caeruleus,1339752,Chalepogenus caeruleus,SPECIES
Bombus terricola,1340493,Bombus terricola,SPECIES
Dialictus cressoni,NA,NA,NA
Dialictus cressonii,NA,NA,NA
Bombylius major,1670212,Bombylius major,SPECIES
Bombylus major,NA,NA,NA
Tropidia quadrata,5071713,Tropidia quadrata,SPECIES
Phaonia serva,5068288,Phaonia serva,SPECIES
Phaonia serva,5068488,Phaonia servaeformis,SPECIES
Celastrina argiolus,1925918,Celastrina argiolus,SPECIES
